UF,CIDADE,BAIRRO
PE,IPOJUCA,ENG CRAUASSU - IPOJUCA
PE,IPOJUCA,ENG CURRAIS DE SAO MIGUEL
PE,IPOJUCA,ENG DARANGUNZA - IPOJUCA
PE,IPOJUCA,ENG DIAMANTE - IPOJUCA
PE,IPOJUCA,ENG DO MEIO - IPOJUCA
PE,IPOJUCA,ENG DOIS MUNDOS - IPOJUCA
PE,IPOJUCA,ENG DOURADO - IPOJUCA
PE,IPOJUCA,ENG ESMERALDA
PE,IPOJUCA,ENG ESMERALDA - IPOJUCA
PE,IPOJUCA,ENG FORTALEZA - IPOJUCA
PE,IPOJUCA,ENG GAIPIO - IPOJUCA
PE,IPOJUCA,ENG GENIPAPO - IPOJUCA
PE,IPOJUCA,ENG GUERRA - IPOJUCA
PE,IPOJUCA,ENG JUCARAL - IPOJUCA
PE,IPOJUCA,ENG MACACO - IPOJUCA
PE,IPOJUCA,ENG MARANHAO - IPOJUCA
PE,IPOJUCA,ENG MASSANGANA - IPOJUCA
PE,IPOJUCA,ENG MAUA - IPOJUCA
PE,IPOJUCA,ENG MIRADOR - IPOJUCA
PE,IPOJUCA,ENG MONTE DE OURO - IPOJU
PE,IPOJUCA,ENG MONTEVIDEO
PE,IPOJUCA,ENG PARA - IPOJUCA
PE,IPOJUCA,ENG PENDERAMA
PE,IPOJUCA,ENG PENDERAMA - IPOJUCA
PE,IPOJUCA,ENG PIABA CAMELA - IPOJUC
PE,IPOJUCA,ENG PIEDADE - IPOJUCA
PE,IPOJUCA,ENG PINDOBA - IPOJUCA
PE,IPOJUCA,ENG PROVIDENCIA - IPOJUCA
PE,IPOJUCA,ENG QUERLUZ
PE,IPOJUCA,ENG QUERLUZ - IPOJUCA
PE,IPOJUCA,ENG QUITINDUBA - IPOJUCA
PE,IPOJUCA,ENG RECANTO - IPOJUCA
PE,IPOJUCA,ENG RUROPOLIS - IPOJUCA
PE,IPOJUCA,ENG SACO - IPOJUCA
PE,IPOJUCA,ENG SALGADO
PE,IPOJUCA,ENG SAO DOMINGOS - IPOJUC
PE,IPOJUCA,ENG SAO JOAO
PE,IPOJUCA,ENG SAO JOAO - IPOJUCA
PE,IPOJUCA,ENG SAO PAULO - IPOJUCA
PE,IPOJUCA,ENG SAO PEDRO - IPOJUCA
PE,IPOJUCA,ENG SETUBAL
PE,IPOJUCA,ENG SIBIRO DA SERRA - IPO
PE,IPOJUCA,ENG SIBIROZINHO - IPOJUCA
PE,IPOJUCA,ENG STA CLARA - IPOJUCA
PE,IPOJUCA,ENG STA ROSA - IPOJUCA
PE,IPOJUCA,ENG SUPITANGA - IPOJUCA
PE,IPOJUCA,ENG TABATINGA - IPOJUCA
PE,IPOJUCA,ENG TAPERA
PE,IPOJUCA,ENG TODOS OS SANTOS - IPO
PE,IPOJUCA,ENG TRAPICHE - IPOJUCA
PE,IPOJUCA,ENGEHO CABECA DE NEGRO
PE,IPOJUCA,ENGENHO
PE,IPOJUCA,ENGENHO BONFIM II
PE,IPOJUCA,ENGENHO CAETES
PE,IPOJUCA,ENGENHO JUSSARAL
PE,IPOJUCA,ENGENHO PIRAJA
PE,IPOJUCA,ENSEADA DE SERRAMBI
PE,IPOJUCA,ENSEADINHA
PE,IPOJUCA,FAZ BRILHANTE - IPOJUCA
PE,IPOJUCA,FAZ GITAI - IPOJUCA
PE,IPOJUCA,FAZ N SA DE SANTANA - IPO
PE,IPOJUCA,FAZENDA OURO PRETO
PE,IPOJUCA,FEIRA
PE,IPOJUCA,GAIBU
PE,IPOJUCA,GRJ BOA ESPERANCA - IPOJU
PE,IPOJUCA,GRJ CINCO IRMAOS - IPOJUC
PE,IPOJUCA,GRJ COPACABANA - IPOJUCA
PE,IPOJUCA,GRJ ESMERALDA - IPOJUCA
PE,IPOJUCA,GRJ IRACEMA - IPOJUCA
PE,IPOJUCA,GRJ IVONEIDE - IPOJUCA
PE,IPOJUCA,GRJ MARCIANO - IPOJUCA
PE,IPOJUCA,GRJ MIMO DO CEU - IPOJUCA
PE,IPOJUCA,GRJ N SA DA CONCEICAO - I
PE,IPOJUCA,GRJ PEDRA AZUL - IPOJUCA
PE,IPOJUCA,GRJ SAO JOSE - IPOJUCA
PE,IPOJUCA,GRJ SERRINHA - IPOJUCA
PE,IPOJUCA,GRJ STA LUZIA - IPOJUCA
PE,IPOJUCA,GRJ STA ROSA - IPOJUCA
PE,IPOJUCA,IPOJUCA
PE,IPOJUCA,IPOJUCA (RUR)
PE,IPOJUCA,IPOJUCA RURAL
PE,IPOJUCA,JOAO DE BARROS
PE,IPOJUCA,LO CANOAS
PE,IPOJUCA,LOT ALFA
PE,IPOJUCA,LOT ANTONIO DOURADO NETO
PE,IPOJUCA,LOT CANOAS
PE,IPOJUCA,LOT MEREPE
PE,IPOJUCA,LOT MEREPE I
PE,IPOJUCA,LOT MEREPE II
PE,IPOJUCA,LOT MEREPE III
PE,IPOJUCA,LOT MEREPE V
PE,IPOJUCA,LOT P DO SOL
PE,IPOJUCA,LOT PONTA DE SERRANBI
PE,IPOJUCA,LOT PRAIA CUP
PE,IPOJUCA,LOT RECANTO
PE,IPOJUCA,LOT STO ANTONIO
PE,IPOJUCA,LOTTO BOSQUE DO IPOJUCA
PE,IPOJUCA,M CAMELA
PE,IPOJUCA,MANGUEIRA
PE,IPOJUCA,MARACAIPE
PE,IPOJUCA,MARGEM ROD PE 60 - IPOJUC
PE,IPOJUCA,MATADOURO
PE,IPOJUCA,MATADOURO - IPOJUCA
PE,IPOJUCA,MATRIZ
PE,IPOJUCA,MEREPE
PE,IPOJUCA,MEREPE C
PE,IPOJUCA,MEREPE I
PE,IPOJUCA,MEREPE II
PE,IPOJUCA,MEREPE III
PE,IPOJUCA,MEREPE IV
PE,IPOJUCA,MEREPE V
PE,IPOJUCA,MOLHE
PE,IPOJUCA,MOLHE SUAPE
PE,IPOJUCA,MONTEVIDEO
PE,IPOJUCA,MORADA NOVA
PE,IPOJUCA,MURO ALTO
PE,IPOJUCA,N SA DO O RURAL - IPOJUCA
PE,IPOJUCA,N. SA. DO O
PE,IPOJUCA,N.SA. DO O
PE,IPOJUCA,OLARIA
PE,IPOJUCA,P CARVALHOS
PE,IPOJUCA,PALMARES
PE,IPOJUCA,PANTANAL
PE,IPOJUCA,PE 60
PE,IPOJUCA,PENESEADINHA
PE,IPOJUCA,PONTA DE SERRAMBI
PE,IPOJUCA,POPULAR - IPOJUCA
PE,IPOJUCA,PORTO DE GALINHA
PE,IPOJUCA,PORTO DE GALINHA (RUR)
PE,IPOJUCA,PORTO DE GALINHA II
PE,IPOJUCA,PORTO DE GALINHAS
PE,IPOJUCA,PORTO DE GALINHAS RURAL -
PE,IPOJUCA,PORTO DE SUAPE
PE,IPOJUCA,PORTO DE SUAPE - IPOJUCA
PE,IPOJUCA,PORTO DO SOL
PE,IPOJUCA,PORTO GALINHAS
PE,IPOJUCA,POVOADO
PE,IPOJUCA,PRAIA DO CUPE
PE,IPOJUCA,PRAIA TOUQUINHO
PE,IPOJUCA,REC P GALINHA
PE,IPOJUCA,ROUPA NOVA
PE,IPOJUCA,RURAL
PE,IPOJUCA,RUROPOLIS
PE,IPOJUCA,SALINA
PE,IPOJUCA,SALINA II
PE,IPOJUCA,SANTO CRISTO - IPOJUCA
PE,IPOJUCA,SAO JOAO
PE,IPOJUCA,SAO MIGUEL
PE,IPOJUCA,SAO ROQUE
PE,IPOJUCA,SERINHAEN
PE,IPOJUCA,SERRAMBI
PE,IPOJUCA,SIBIROZINHO
PE,IPOJUCA,SIT BERTIOGA - IPOJUCA
PE,IPOJUCA,SIT NOVO TENORIO - IPOJUC
PE,IPOJUCA,SITIO LIBERDADE
PE,IPOJUCA,SITIO STA TEREZA
PE,IPOJUCA,SOCO
PE,IPOJUCA,STA VERONICA - IPOJUCA
PE,IPOJUCA,STA. ROSA
PE,IPOJUCA,STA. VERONICA
PE,IPOJUCA,STO. AMARO
PE,IPOJUCA,STO. ANTONIO
PE,IPOJUCA,SUAPE
PE,IPOJUCA,SUAPE - IPOJUCA
PE,IPOJUCA,SUBIDA CLUBE
PE,IPOJUCA,TABATINGA
PE,IPOJUCA,TOQUINHO
PE,IPOJUCA,USINA IPOJUCA - IPOJUCA
PE,IPOJUCA,VILA CALIFORNIA
PE,IPOJUCA,VILA DO PORTO
PE,IPOJUCA,VILA DOS PESCADORES
PE,IPOJUCA,VILA ESTALEIRO
PE,IPOJUCA,VILA ESTALEITO
PE,IPOJUCA,VILA JOAO DE BARROS
PE,IPOJUCA,VILA MATILDE
PE,IPOJUCA,VILA SALINAS
PE,IPOJUCA,VILA SOCO
PE,IPOJUCA,ZE POJUCA
PE,IPOJUCA,ZONA INDUSTRIAL DE SUAPE
PE,IPUBI,ARARIPINA
PE,IPUBI,CENTRO
PE,IPUBI,CENTRO - SERROLANDIA
PE,IPUBI,CENTRO SERRA BRANCA
PE,IPUBI,COHAB
PE,IPUBI,COHAB NOVA
PE,IPUBI,CONGREGACAO
PE,IPUBI,FAVELA
PE,IPUBI,FAZENDA IPUBI
PE,IPUBI,FAZENDA JUA
PE,IPUBI,GAMELEIRA
PE,IPUBI,IPUBI
PE,IPUBI,IPUBI (RUR)
PE,IPUBI,IPUBI RURAL
PE,IPUBI,JARDIM MIRANDA
PE,IPUBI,JARDIM POCO VERDE
PE,IPUBI,JARDIM ROCHA
PE,IPUBI,JARDIM SIQUEIRA
PE,IPUBI,LOT ANTONIA ALVES DE SOUZ
PE,IPUBI,LOT SERROLANDIA
PE,IPUBI,LOTEAMENTO MANAIBA
PE,IPUBI,MARCIO EUGENIO
PE,IPUBI,PARAISO
PE,IPUBI,POCO VERDE
PE,IPUBI,RURAL
PE,IPUBI,SERRA BRANCA
PE,IPUBI,SERRA BRANCA (RURAL)
PE,IPUBI,SERROLANDIA
PE,IPUBI,SERROLANDIA - RURAL
PE,IPUBI,SERROLANDIA RURAL
PE,IPUBI,SITIO JUA
PE,IPUBI,SITIO SUSSUARANA
PE,IPUBI,SITIO WANDERLEY
PE,IPUBI,VILA COHAB
PE,IPUBI,VILA SOSSEGO
PE,IPUBI,VL POCO VERDE
PE,ITACURUBA,CENTRO
PE,ITACURUBA,ITACURUBA
PE,ITACURUBA,ITACURUBA - RURAL - ITACU
PE,ITACURUBA,ITACURUBA (RUR)
PE,ITACURUBA,MATADOURO
PE,ITACURUBA,MUTIRAO
PE,ITACURUBA,RURAL
PE,ITACURUBA,SAO FRANCISCO
PE,ITAIBA,ASSENTAMENTO FAZENDA PLANALTO
PE,ITAIBA,CAMPO GRANDE
PE,ITAIBA,CENTRO
PE,ITAIBA,CHACARA PEDRO LAVRADOR -
PE,ITAIBA,COHAB
PE,ITAIBA,COHAB II
PE,ITAIBA,FAZENDA AGUA NOVA - ITAIB
PE,ITAIBA,FAZENDA ANGELICA
PE,ITAIBA,FAZENDA ANGELICA - ITAIBA
PE,ITAIBA,FAZENDA BAIXA GRANDE - IT
PE,ITAIBA,FAZENDA BANANEIRAS - ITAI
PE,ITAIBA,FAZENDA BARAUNA - ITAIBA
PE,ITAIBA,FAZENDA CACHOEIRINHA - IT
PE,ITAIBA,FAZENDA CAJA - ITAIBA
PE,ITAIBA,FAZENDA CAPIAZINHO - ITAI
PE,ITAIBA,FAZENDA CULUPI
PE,ITAIBA,FAZENDA FACAO - ITAIBA
PE,ITAIBA,FAZENDA FALCAO - ITAIBA
PE,ITAIBA,FAZENDA FORTALEZA - ITAIB
PE,ITAIBA,FAZENDA FORTUNA - ITAIBA
PE,ITAIBA,FAZENDA GUARIBAS - ITAIBA
PE,ITAIBA,FAZENDA JUREMA - ITAIBA
PE,ITAIBA,FAZENDA LAGOA DO JIRAU -
PE,ITAIBA,FAZENDA LAGOA DO JUNCO -
PE,ITAIBA,FAZENDA LAGOA DO SABIA -
PE,ITAIBA,FAZENDA LOGRADOURO
PE,ITAIBA,FAZENDA MANOEL ALVES
PE,ITAIBA,FAZENDA MANOEL ALVES - IT
PE,ITAIBA,FAZENDA MANUINO - ITAIBA
PE,ITAIBA,FAZENDA MONTE ALEGRE
PE,ITAIBA,FAZENDA PAU FERRO POROROC
PE,ITAIBA,FAZENDA QUEIMADA - ITAIBA
PE,ITAIBA,FAZENDA SACAO - ITAIBA
PE,ITAIBA,FAZENDA SALGADINHO - ITAI
PE,ITAIBA,FAZENDA SALOBRINHO - ITAI
PE,ITAIBA,FAZENDA SANTA LUZIA - ITA
PE,ITAIBA,FAZENDA SAO FELIX - ITAIB
PE,ITAIBA,FAZENDA SERRA VELHA - ITA
PE,ITAIBA,FAZENDA SERRINHA - ITAIBA
PE,ITAIBA,FAZENDA SOSSEGO - ITAIBA
PE,ITAIBA,FICTICIO
PE,ITAIBA,FORQUILHA
PE,ITAIBA,GIRAU
PE,ITAIBA,ITAIBA
PE,ITAIBA,ITAIBA (RUR)
PE,ITAIBA,LOT BISPO
PE,ITAIBA,NEGRAS
PE,ITAIBA,PIKACHU
PE,ITAIBA,RUA DO COMERCIO - ITAIBA
PE,ITAIBA,RUA ITAIBA
PE,ITAIBA,RURAL
PE,ITAIBA,SALGADINHO
PE,ITAIBA,SALGADINHO (RUR)
PE,ITAIBA,SALGADO
PE,ITAIBA,SI FACAO DE BAIXO
PE,ITAIBA,SITIO AGUAS NOVAS - ITAIB
PE,ITAIBA,SITIO ALIANCA
PE,ITAIBA,SITIO ALTO DA BOA VISTA -
PE,ITAIBA,SITIO ALTO DA CATINGUEIRA
PE,ITAIBA,SITIO ALTO DA PRENSA - IT
PE,ITAIBA,SITIO ALTO DAS NEGRAS - I
PE,ITAIBA,SITIO ALTO DO BONITO - IT
PE,ITAIBA,SITIO ALTO DO DEMA - ITAI
PE,ITAIBA,SITIO ALTO DOS BABOES - I
PE,ITAIBA,SITIO ALTO VERMELHO
PE,ITAIBA,SITIO ANGELICA - ITAIBA
PE,ITAIBA,SITIO ANGICO TORTO - ITAI
PE,ITAIBA,SITIO BABOES
PE,ITAIBA,SITIO BAIXA GRANDE
PE,ITAIBA,SITIO BAIXA VERDE - ITAIB
PE,ITAIBA,SITIO BALANCA - ITAIBA
PE,ITAIBA,SITIO BALOES - ITAIBA
PE,ITAIBA,SITIO BANANEIRAS - ITAIBA
PE,ITAIBA,SITIO BARAUNAS - ITAIBA
PE,ITAIBA,SITIO BARRA DA TAPERA - I
PE,ITAIBA,SITIO BARRA FORMOZA - ITA
PE,ITAIBA,SITIO BARRA VERDE - ITAIB
PE,ITAIBA,SITIO BARRACO - ITAIBA
PE,ITAIBA,SITIO BARRO PRETO - ITAIB
PE,ITAIBA,SITIO BENTO LEITE - ITAIB
PE,ITAIBA,SITIO BOA SORTE - ITAIBA
PE,ITAIBA,SITIO BOA VISTA
PE,ITAIBA,SITIO BOM JESUS - ITAIBA
PE,ITAIBA,SITIO BONSUCESSO
PE,ITAIBA,SITIO BONSUCESSO - ITAIBA
PE,ITAIBA,SITIO BRABINHO - ITAIBA
PE,ITAIBA,SITIO BROCA - ITAIBA
PE,ITAIBA,SITIO BROCO - ITAIBA
PE,ITAIBA,SITIO CABELO - ITAIBA
PE,ITAIBA,SITIO CABOCLO
PE,ITAIBA,SITIO CACHOEIRA DAS PEDRA
PE,ITAIBA,SITIO CACHOEIRA GRANDE -
PE,ITAIBA,SITIO CACHOEIRINHA - ITAI
PE,ITAIBA,SITIO CACIMBA DA FURNA -
PE,ITAIBA,SITIO CACIMBA DA UMBURANA
PE,ITAIBA,SITIO CACIMBA DO JOSE - I
PE,ITAIBA,SITIO CACIMBINHA - ITAIBA
PE,ITAIBA,SITIO CAHOEIRA GRANDE - I
PE,ITAIBA,SITIO CAJA - ITAIBA
PE,ITAIBA,SITIO CAJARANA - ITAIBA
PE,ITAIBA,SITIO CALDEIRAO DA NOVIDI
PE,ITAIBA,SITIO CALDEIRAO DOS JULIO
PE,ITAIBA,SITIO CALDEIRAO QUEIMADO
PE,ITAIBA,SITIO CALDEIRAOZINHO - IT
PE,ITAIBA,SITIO CANARIO - ITAIBA
PE,ITAIBA,SITIO CAPIM
PE,ITAIBA,SITIO CAPOEIRA DOS JULIOS
PE,ITAIBA,SITIO CARAIBEIRA - ITAIBA
PE,ITAIBA,SITIO CEDRO - ITAIBA
PE,ITAIBA,SITIO CERQUINHA
PE,ITAIBA,SITIO CHAMBRE
PE,ITAIBA,SITIO CIPO - ITAIBA
PE,ITAIBA,SITIO CRAIBAS - ITAIBA
PE,ITAIBA,SITIO CUMBUCO - ITAIBA
PE,ITAIBA,SITIO DOS MELOS - ITAIBA
PE,ITAIBA,SITIO ESCUTA - ITAIBA
PE,ITAIBA,SITIO ESTREITO - ITAIBA
PE,ITAIBA,SITIO FACAO - ITAIBA
PE,ITAIBA,SITIO FAVAS - ITAIBA
PE,ITAIBA,SITIO FAZENDINHA - ITAIBA
PE,ITAIBA,SITIO FIRMIANO - ITAIBA
PE,ITAIBA,SITIO FLORES - ITAIBA
PE,ITAIBA,SITIO FURNA DE PAU
PE,ITAIBA,SITIO GAVIOES
PE,ITAIBA,SITIO GROTA - ITAIBA
PE,ITAIBA,SITIO GUARIBAS - ITAIBA
PE,ITAIBA,SITIO INDO - ITAIBA
PE,ITAIBA,SITIO JIBOIA - ITAIBA
PE,ITAIBA,SITIO JITAI - ITAIBA
PE,ITAIBA,SITIO JOSE FAUSTINO DO SANTOS
PE,ITAIBA,SITIO JUNCO - ITAIBA
PE,ITAIBA,SITIO LADEIRA GRANDE
PE,ITAIBA,SITIO LAGOA COMPRIDA - IT
PE,ITAIBA,SITIO LAGOA DA JIBOIA - I
PE,ITAIBA,SITIO LAGOA DA LAJE - ITA
PE,ITAIBA,SITIO LAGOA DAS BARAUNAS
PE,ITAIBA,SITIO LAGOA DAS BRAUNAS -
PE,ITAIBA,SITIO LAGOA DO BARRO - IT
PE,ITAIBA,SITIO LAGOA DO BENTO - IT
PE,ITAIBA,SITIO LAGOA DOS BOIS - IT
PE,ITAIBA,SITIO LAGOA FECHADA - ITA
PE,ITAIBA,SITIO LAGOINHA - ITAIBA
PE,ITAIBA,SITIO LAGUINHA
PE,ITAIBA,SITIO LAJEIRO ALTO - ITAI
PE,ITAIBA,SITIO LAMBEDOR
PE,ITAIBA,SITIO LAMBEDOR - ITAIBA
PE,ITAIBA,SITIO LARANJEIRAS - ITAIB
PE,ITAIBA,SITIO LIVRAMENTO - ITAIBA
PE,ITAIBA,SITIO LOGRADOURO - ITAIBA
PE,ITAIBA,SITIO LOJAS
PE,ITAIBA,SITIO MALHADINHA
PE,ITAIBA,SITIO MAMOEIRO - ITAIBA
PE,ITAIBA,SITIO MANDACARU - ITAIBA
PE,ITAIBA,SITIO MANDU - ITAIBA
PE,ITAIBA,SITIO MANUINO - ITAIBA
PE,ITAIBA,SITIO MARAFAIA - ITAIBA
PE,ITAIBA,SITIO MASSARANDUBA
PE,ITAIBA,SITIO MATA CAIBROS - ITAI
PE,ITAIBA,SITIO MELANCIA - ITAIBA
PE,ITAIBA,SITIO MINADOR - ITAIBA
PE,ITAIBA,SITIO MOCO - ITAIBA
PE,ITAIBA,SITIO MORAIS - ITAIBA
PE,ITAIBA,SITIO MUCAMBO - ITAIBA
PE,ITAIBA,SITIO NOIA - ITAIBA
PE,ITAIBA,SITIO OLHO DAGUA - ITAIBA
PE,ITAIBA,SITIO PALHA - ITAIBA
PE,ITAIBA,SITIO PANTAS - ITAIBA
PE,ITAIBA,SITIO PASSAGEM JUAZEIRO
PE,ITAIBA,SITIO PAU DE ARARA - ITAI
PE,ITAIBA,SITIO PE DE SERRA
PE,ITAIBA,SITIO PEDRA DE FOGO - ITA
PE,ITAIBA,SITIO PEDRAO - ITAIBA
PE,ITAIBA,SITIO PELONHA - ITAIBA
PE,ITAIBA,SITIO PIABA - ITAIBA
PE,ITAIBA,SITIO PILOES
PE,ITAIBA,SITIO PINDOBA - ITAIBA
PE,ITAIBA,SITIO PINHAO
PE,ITAIBA,SITIO PIOES - ITAIBA
PE,ITAIBA,SITIO POCO - ITAIBA
PE,ITAIBA,SITIO PRAQUIO - ITAIBA
PE,ITAIBA,SITIO QUEIMADA DO MIGUEL
PE,ITAIBA,SITIO QUEIMADA REDONDA
PE,ITAIBA,SITIO QUEIMADA REDONDA -
PE,ITAIBA,SITIO QUIXABA - ITAIBA
PE,ITAIBA,SITIO RIACHAO - ITAIBA
PE,ITAIBA,SITIO RIACHO DE SAL - ITA
PE,ITAIBA,SITIO RIACHO DO MEL - ITA
PE,ITAIBA,SITIO RIACHO DOS NEGROS -
PE,ITAIBA,SITIO RIACHO SECO - ITAIB
PE,ITAIBA,SITIO SACAO - ITAIBA
PE,ITAIBA,SITIO SACO - ITAIBA
PE,ITAIBA,SITIO SACO DO ALEXANDRE
PE,ITAIBA,SITIO SACO DO ALEXANDRE -
PE,ITAIBA,SITIO SALGADINHO - ITAIBA
PE,ITAIBA,SITIO SALGADO - ITAIBA
PE,ITAIBA,SITIO SALINAS
PE,ITAIBA,SITIO SALOBRO - ITAIBA
PE,ITAIBA,SITIO SANTA MARIA - ITAIB
PE,ITAIBA,SITIO SAO FELIX
PE,ITAIBA,SITIO SAO MIGUEL - ITAIBA
PE,ITAIBA,SITIO SAPATOS - ITAIBA
PE,ITAIBA,SITIO SERRA DO GATO
PE,ITAIBA,SITIO SERRA DOS CAVALOS -
PE,ITAIBA,SITIO SERRA VELHA - ITAIB
PE,ITAIBA,SITIO SERRARIA
PE,ITAIBA,SITIO SITINHO - ITAIBA
PE,ITAIBA,SITIO SOBRADO - ITAIBA
PE,ITAIBA,SITIO TABUA - ITAIBA
PE,ITAIBA,SITIO TAPERA - ITAIBA
PE,ITAIBA,SITIO TAPUIO - ITAIBA
PE,ITAIBA,SITIO TENORIO - ITAIBA
PE,ITAIBA,SITIO TERRA DURA - ITAIBA
PE,ITAIBA,SITIO TIMBAUBA - ITAIBA
PE,ITAIBA,SITIO TRAVESSAO - ITAIBA
PE,ITAIBA,SITIO TRINDADE - ITAIBA
PE,ITAIBA,SITIO UMBURANA - ITAIBA
PE,ITAIBA,SITIO URTIGA - ITAIBA
PE,ITAIBA,SITIO VAMOS INDO - ITAIBA
PE,ITAIBA,SITIO VARGEM DA ONCA - IT
PE,ITAIBA,SITIO VARZEA DA GARROTA -
PE,ITAIBA,SITO ANGICO
PE,ITAIBA,SITO LAGOA DO BARRO - ITA
PE,ITAMARACA,ALTO DA BELA VISTA
PE,ITAMARACA,ALTO DA FELICIDADE
PE,ITAMARACA,ALTO DO FORTE
PE,ITAMARACA,ALTO DO SOSSEGO
PE,ITAMARACA,BAIRRO NOVO
PE,ITAMARACA,BAIXA VERDE
PE,ITAMARACA,BELA VISTA
PE,ITAMARACA,BIQUINHA
PE,ITAMARACA,BOA VIAGEM
PE,ITAMARACA,BODE - ITAMARACA
PE,ITAMARACA,BOM JESUS
PE,ITAMARACA,BRISA DO MAR
PE,ITAMARACA,CASA CAIADA
PE,ITAMARACA,CENTRO
PE,ITAMARACA,CHIE
PE,ITAMARACA,ELDOURADO
PE,ITAMARACA,ENG. GOLFINHO
PE,ITAMARACA,ENS DOS GOLFINHOS
PE,ITAMARACA,ENSEADA DOS GOLFINHOS
PE,ITAMARACA,FORNO DA CAL
PE,ITAMARACA,FORTE ORANGE
PE,ITAMARACA,FORTINHO
PE,ITAMARACA,GLORIA GUITA
PE,ITAMARACA,GOLFINHOS
PE,ITAMARACA,IGARASSU
PE,ITAMARACA,ILHA BELA
PE,ITAMARACA,ITAMARACA
PE,ITAMARACA,ITAMARACA (RUR)
PE,ITAMARACA,JAGUARIBE
PE,ITAMARACA,JATOBA ENCRUZILHADA
PE,ITAMARACA,LANCE DOS CACOES
PE,ITAMARACA,LOT MAR E SOL
PE,ITAMARACA,LOT VERDE MAR
PE,ITAMARACA,LOT. BEIRA MAR
PE,ITAMARACA,LOT. FORTIM
PE,ITAMARACA,LOT. GOLFINHOS
PE,ITAMARACA,LOT. ILHA BELA
PE,ITAMARACA,LOT. PARAISO I
PE,ITAMARACA,NOVO
PE,ITAMARACA,P DO SOSSEGO
PE,ITAMARACA,P DO SOSSEGO II
PE,ITAMARACA,P DOS NOBRES
PE,ITAMARACA,PANTANAL
PE,ITAMARACA,PARAISO
PE,ITAMARACA,PARAISO AZUL
PE,ITAMARACA,PILAR
PE,ITAMARACA,POCO DO COBRE
PE,ITAMARACA,PONTA
PE,ITAMARACA,PONTAL DA ILHA
PE,ITAMARACA,POR DO SOL
PE,ITAMARACA,PRAIA SAO PAULO
PE,ITAMARACA,PRIVE ROMACO I
PE,ITAMARACA,QUATRO CANTOS
PE,ITAMARACA,RECANTO DO FORTIM
PE,ITAMARACA,RECREIO
PE,ITAMARACA,RENASCER
PE,ITAMARACA,RIO AMBAR
PE,ITAMARACA,ROQUE SANTEIRO
PE,ITAMARACA,RURAL
PE,ITAMARACA,SALINAS
PE,ITAMARACA,SAO PAULO
PE,ITAMARACA,SHANGRILAR
PE,ITAMARACA,SITIO BOM JESUS
PE,ITAMARACA,SITIO CABLOCO II
PE,ITAMARACA,SOSSEGO
PE,ITAMARACA,SOSSEGO I
PE,ITAMARACA,SOSSEGO II
PE,ITAMARACA,TIMBI
PE,ITAMARACA,VILA DO FORTE
PE,ITAMARACA,VILA ELDORADO
PE,ITAMARACA,VILA VELHA
PE,ITAMARACA,ZONA RURAL ILHA BELA - IT
PE,ITAMBE,BAIXINHA
PE,ITAMBE,BELA VISTA II
PE,ITAMBE,BOA VISTA
PE,ITAMBE,CAIUCAIAR
PE,ITAMBE,CAMUTANGA
PE,ITAMBE,CARICE
PE,ITAMBE,CEASA
PE,ITAMBE,CENTRO
PE,ITAMBE,CHAO DURO
PE,ITAMBE,COHAB
PE,ITAMBE,CONJ GASPARINO RIBEIRO
PE,ITAMBE,CUBA
PE,ITAMBE,DR FRANCISCO C DA SILVA
PE,ITAMBE,ENGENHO CABACU
PE,ITAMBE,ENGENHO CARAMURU
PE,ITAMBE,ENGENHO GUARAREMA
PE,ITAMBE,FERREIROS
PE,ITAMBE,GILDO DE ANDRADE
PE,ITAMBE,GOIANA
PE,ITAMBE,IBIRANGA
PE,ITAMBE,ITAMBE
PE,ITAMBE,ITAMBE (RUR)
PE,ITAMBE,JARDIM BELA VISTA
PE,ITAMBE,JARDIM BELA VISTA II
PE,ITAMBE,LOT ARTUR TAVARES DE MELO
PE,ITAMBE,LOT CARICE
PE,ITAMBE,LOT CAVALCANTE
PE,ITAMBE,LOT FIGUEIREDO
PE,ITAMBE,LOT JD BELA VISTA
PE,ITAMBE,LOT PLANALTO
PE,ITAMBE,LOT. MA MIRETA
PE,ITAMBE,LOTEAMENTO
PE,ITAMBE,LOTTO BRISAS DO VALE II
PE,ITAMBE,LOTTO MARIA MIRETA P DE ARAUJO
PE,ITAMBE,LOTTO NOVO ITAMBE
PE,ITAMBE,LOTTO NOVO ITAMBE II
PE,ITAMBE,LUIZ GONZAGA
PE,ITAMBE,MARACUJA
PE,ITAMBE,MATADOURO
PE,ITAMBE,NOVO LOTEAMENTO
PE,ITAMBE,PAU AMARELO
PE,ITAMBE,PEDRA DE FOGO
PE,ITAMBE,PLANALTO
PE,ITAMBE,QUEBECK
PE,ITAMBE,RESIDENCIAL
PE,ITAMBE,RODOVIA PE 04
PE,ITAMBE,RUA ALIANCA
PE,ITAMBE,RURAL
PE,ITAMBE,SALGADEIRA
PE,ITAMBE,SERRINHA
PE,ITAMBE,STO. ANTONIO
PE,ITAMBE,TEN FONTOURA
PE,ITAMBE,TIMBAUBA
PE,ITAMBE,VILA
PE,ITAMBE,VILA CARICE
PE,ITAMBE,VILA COHAB
PE,ITAMBE,VILA IBIRANGA
PE,ITAMBE,VILA QUEBECK
PE,ITAMBE,VILA RAFAEL PACIFICO
PE,ITAMBE,ZONA RURAL - ITAMBE
